semantic_pattern,syntactic_key,display_path,count
Model → 应用于 → 应用领域,nn->nsubj->root->root->conj->dobj->assmod->pobj->nn->conj,数字(nn) — 孪生(nsubj) — 备受(root) — 结合(root) — 探讨(conj) — 方案(dobj) — 在(assmod) — 领域(pobj) — 城市(nn) — 飞机(conj),1
Model → 应用于 → 应用领域,nn->nsubj->root->root->conj->dobj->assmod->pobj->nn->conj->amod,数字(nn) — 孪生(nsubj) — 备受(root) — 结合(root) — 探讨(conj) — 方案(dobj) — 在(assmod) — 领域(pobj) — 城市(nn) — 仓库(conj) — 立体(amod),1
Model → 应用于 → 应用领域,nn->nsubj->root->root->conj->dobj->assmod->pobj->nn->conj->amod->nn,数字(nn) — 孪生(nsubj) — 备受(root) — 结合(root) — 探讨(conj) — 方案(dobj) — 在(assmod) — 领域(pobj) — 城市(nn) — 装备(conj) — 复杂(amod) — 机电(nn),1
Model → 应用于 → 应用领域,nn->nsubj->root->root->conj->dobj->assmod->pobj->nn->punct->nn->nn->conj,数字(nn) — 孪生(nsubj) — 备受(root) — 结合(root) — 探讨(conj) — 方案(dobj) — 在(assmod) — 领域(pobj) — 城市(nn) — /(punct) — 空间(nn) — 通信(nn) — 网络(conj),1
Model → 建模 → 数据分量,nn->conj->dobj->assmod->nn,AR(nn) — 模型(conj) — 模型(dobj) — 分量(assmod) — IMF(nn),1
Model → 建模 → 数据分量,nn->dobj->assmod->nn,RVM(nn) — 模型(dobj) — 分量(assmod) — RF(nn),1
Model → 建立 → Model,amod->nn->dobj->rcmod->dobj->dep->root->prep->pobj->assmod->nn->nn,深度(amod) — 置信(nn) — 网络(dobj) — 基于(rcmod) — 方法(dobj) — 提出(dep) — 提供(root) — 给(prep) — 管理(pobj) — 性能(assmod) — 发动机(nn) — 航空(nn),1
Model → 建立于 → 参数,cc->nn->dobj->rcmod->dobj->root->root->conj->prep->pobj->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 采用(root) — 建立(conj) — 针对(prep) — 系数(pobj) — 指数项(nn),1
Model → 建立于 → 数据,dobj->dep->rcmod->dobj->root->root->prep->pobj->nn->nn,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 提出(root) — 建立(root) — 根据(prep) — 数据(pobj) — 历史(nn) — 监测(nn),1
Model → 引入 → 技术,punct->prnmod->punct->nn->nn->conj->nn->nsubj->conj->rcmod->dobj->root->root->dobj->nn,",(punct) — LSTM(prnmod) — )(punct) — 神经(nn) — 网络(nn) — 模型(conj) — 记忆(nn) — 框架(nsubj) — 结合(conj) — 改进(rcmod) — 方法(dobj) — 提出(root) — 引入(root) — 机制(dobj) — Dropout(nn)",1
Model → 引入 → 机制,nn->dobj->dep->root->dep->prep->pccomp->dobj->rcomp->dobj,NNARX(nn) — 模型(dobj) — 形成(dep) — 分析(root) — 反馈(dep) — 通过(prep) — 引入(pccomp) — 输出层(dobj) — 至(rcomp) — 输入层(dobj),1
Model → 性能优于 → Model,amod->nn->dobj->conj->conj->root->conj->prep->pobj->nn->nn->nn,粗糙(amod) — 神经(nn) — 网络(dobj) — 构造(conj) — 代表(conj) — 开展(root) — 有(conj) — 较(prep) — 性能(pobj) — 网络(nn) — BP(nn) — 神经(nn),1
Model → 指导 → Model,amod->dobj,自适应(amod) — 模型(dobj),1
Model → 描述 → 趋势,cc->nn->dobj->rcmod->dobj->root->root->top->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 数据(top) — 发动机(nn),1
Model → 提供依据 → 方案,cc->nn->dobj->rcmod->dobj->root->root->attr->rcmod->dobj->nn->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 依据(attr) — 制定(rcmod) — 方案(dobj) — 发动机(nn) — 维护(nn),1
Model → 提供参考 → Model,dobj->dep->root->prep->pccomp->dobj->amod,模型(dobj) — 形成(dep) — 分析(root) — 为(prep) — 实现(pccomp) — 监控(dobj) — 实时(amod),1
Model → 提升 → 评价指标,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->prep->plmod->lobj->nn->conj,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 有所(root) — 在(prep) — 上(plmod) — 指标(lobj) — 误差(nn) — 准确率(conj),1
Model → 提升 → 评价指标,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->prep->plmod->lobj->nn->nn,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 有所(root) — 在(prep) — 上(plmod) — 指标(lobj) — 误差(nn) — 均方根(nn),1
Model → 提取 → 数据,nn->nn->conj->pobj->prep->rcmod->dobj->root->root->conj->dobj,卷积(nn) — 神经(nn) — 网络(conj) — 网络(pobj) — 基于(prep) — 进行(rcmod) — 方法(dobj) — 提出(root) — 利用(root) — 提取(conj) — 特征(dobj),1
Model → 提取 → 特征,nsubj->root->root->dep->dobj->amod->nn->nn->nn,预测(nsubj) — 识别(root) — 构建(root) — 提取(dep) — 特征(dobj) — 深(amod) — 层次(nn) — 关联性(nn) — 抽象(nn),1
Model → 提高 → Performance Metric,amod->nn->nn->dobj->conj->conj->conj->ccomp->dobj->nn,混沌(amod) — 神经(nn) — 网络(nn) — 模型(dobj) — 构建(conj) — 利用(conj) — 表明(conj) — 提高(ccomp) — 精度(dobj) — 预测(nn),1
Model → 提高 → Performance Metric,cpm->nn->nn->nn->rcmod->dobj->dep->root->root->conj->dobj->assmod,的(cpm) — 小波(nn) — 神经(nn) — 网络(nn) — 基于(rcmod) — 模型(dobj) — 提出(dep) — 建立(root) — 起(root) — 提高(conj) — 难度(dobj) — 预测(assmod),1
Model → 提高 → Performance Metric,nn->nn->dobj->conj->pccomp->dobj->nn,故障(nn) — 诊断(nn) — 依赖(dobj) — 降低(conj) — 提高(pccomp) — 效率(dobj) — 诊断(nn),1
Model → 提高 → Performance Metric,nn->nn->dobj->conj->pccomp->prep->root->dobj->nn->amod,故障(nn) — 诊断(nn) — 依赖(dobj) — 降低(conj) — 提高(pccomp) — 为了(prep) — 建立(root) — 模型(dobj) — 诊断(nn) — 快速(amod),1
Model → 提高 → Performance Metric,nn->nn->dobj->conj->pccomp->prep->root->root->ccomp->dep->dobj,故障(nn) — 诊断(nn) — 依赖(dobj) — 降低(conj) — 提高(pccomp) — 为了(prep) — 建立(root) — 表明(root) — 减少(ccomp) — 提高(dep) — 实时性(dobj),1
Model → 提高 → Performance Metric,nn->punct->prnmod->nn->lobj,故障(nn) — )(punct) — APU(prnmod) — 装置(nn) — 预测(lobj),1
Model → 提高 → Performance Metric,punct->prnmod->dobj->root->root->pobj->rcmod->nsubj,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj),1
Model → 提高 → 指标,nn->nsubj,故障(nn) — 预测(nsubj),1
Model → 提高 → 指标,nsubj,预测(nsubj),1
Model → 提高 → 指标,nsubj->conj->dobj->assmod->assm,预测(nsubj) — 使得(conj) — 准确性(dobj) — 预测(assmod) — 的(assm),1
Model → 提高 → 能力,amod->nn->pobj->assmod->dobj->root->root->ccomp->conj->dobj->nn,遗传(amod) — 神经(nn) — 网络(pobj) — 基于(assmod) — 研究(dobj) — 开展(root) — 表明(root) — 实现(ccomp) — 提高(conj) — 能力(dobj) — 保障(nn),1
Model → 支撑 → 应用领域,nn->nn,系统(nn) — 滑油(nn),1
Model → 改善 → Performance Metric,amod->nn->nn->dobj->conj->conj->conj->ccomp->conj->nsubj->nn->nn,混沌(amod) — 神经(nn) — 网络(nn) — 模型(dobj) — 构建(conj) — 利用(conj) — 表明(conj) — 提高(ccomp) — 得到(conj) — 速度(nsubj) — 网络(nn) — 收敛(nn),1
Model → 无法满足 → 需求,nn->nsubj->root->prep->pobj->conj,数字(nn) — 孪生(nsubj) — 备受(root) — 作为(prep) — 手段(pobj) — 技术(conj),1
Model → 是 → 方法,punct->prnmod->nn->pobj->prep->root->root->dep->dobj->rcmod->dobj->nn,",(punct) — PHM(prnmod) — 技术(nn) — 问题(pobj) — 针对(prep) — 探讨(root) — 为(root) — 建立(dep) — 模型(dobj) — 基于(rcmod) — 驱动(dobj) — 数据(nn)",1
Model → 构建 → Model,nn->pobj->prep->conj->root->root->dobj->nn->punct,内部(nn) — 块图(pobj) — 通过(prep) — 建立(conj) — 开展(root) — 提出(root) — 框架(dobj) — 物理(nn) — -(punct),1
Model → 构建 → 产物,nn->nn->pobj->root->root->conj->dobj->amod,需求(nn) — 优化(nn) — 难题(pobj) — 针对(root) — 利用(root) — 构建(conj) — 矩阵(dobj) — 可追溯性(amod),1
Model → 构建于 → 软件,nn->nsubj->root->root->prep->plmod->lobj->nn,GJB289A(nn) — 总线(nsubj) — 用(root) — 构建(root) — 在(prep) — 中(plmod) — 软件(lobj) — ADS(nn),1
Model → 构建依据 → 信息,nn,故障(nn),1
Model → 模拟 → 数据库,nn->pobj->prep->root->dobj->nn,发动机(nn) — 问题(pobj) — 针对(prep) — 提出(root) — 方法(dobj) — 故障(nn),1
Model → 模拟 → 现象,nn->lobj->assmod->nsubj->root->root->conj->dobj->amod->nn->nn,发动机(nn) — 故障(lobj) — 中(assmod) — 喘(nsubj) — 破坏(root) — 分析(root) — 表征(conj) — 情况(dobj) — 关键(amod) — 参量(nn) — 变化(nn),1
Model → 模拟 → 系统,nn->dobj->conj->root->root->nsubj,仿真(nn) — 模型(dobj) — 建立(conj) — 利用(root) — 收放(root) — 起落架(nsubj),1
Model → 求解 → 特征,punct->prnmod->nn->pobj->prep->conj->dep->conj->prep->pobj->nn,)(punct) — ARIMA(prnmod) — 平均(nn) — 模型(pobj) — 基于(prep) — 求解(conj) — 利用(dep) — 进行(conj) — 对(prep) — 需求(pobj) — 客户(nn),1
Model → 测量 → 参数,nn->nn->assmod->dobj->conj->pccomp->prep->conj->root->root->nsubj->nn->nn,故障(nn) — 推理(nn) — 模型(assmod) — 参数(dobj) — 减少(conj) — 研究(pccomp) — 为了(prep) — 利用(conj) — 是(root) — 利用(root) — 信号(nsubj) — 输出(nn) — 电压(nn),1
Model → 生成 → Model,nn->dobj->conj->root->root->conj->prep->pccomp->conj->dobj->assmod->nn->nn,神经(nn) — 网络(dobj) — 作为(conj) — 利用(root) — 是(root) — 利用(conj) — 为了(prep) — 研究(pccomp) — 减少(conj) — 参数(dobj) — 模型(assmod) — 故障(nn) — 推理(nn),1
Model → 用于 → 任务,amod->pobj->assmod->dobj->root->root->conj->dobj->nn,失效(amod) — 模型(pobj) — 基于(assmod) — 方法(dobj) — 提出(root) — 运用(root) — 进行(conj) — 预测(dobj) — 故障(nn),1
Model → 用于 → 任务,cpm->nn->nn->nn->rcmod->dobj->dep->root->root->conj->dobj->assmod->nn->nn->nn,的(cpm) — 小波(nn) — 神经(nn) — 网络(nn) — 基于(rcmod) — 模型(dobj) — 提出(dep) — 建立(root) — 起(root) — 提高(conj) — 难度(dobj) — 预测(assmod) — 引气(nn) — 系统(nn) — 故障(nn),1
Model → 用于 → 任务,dobj->conj->dep->root->root->conj->conj->dobj->nn,模型(dobj) — 建立(conj) — 利用(dep) — 研究(root) — 给出(root) — 利用(conj) — 进行(conj) — 预测(dobj) — 故障(nn),1
Model → 用于 → 任务,nn->dobj->root->root->dobj->nn,自回归(nn) — 模型(dobj) — 采用(root) — 进行(root) — 预测(dobj) — 趋势(nn),1
Model → 用于 → 任务,nn->nn->dobj->conj->root->root->prep->pccomp->dobj->rcmod->nsubj->nn,免疫(nn) — 神经(nn) — 网络(dobj) — 得到(conj) — 采用(root) — 开展(root) — 为(prep) — 解决(pccomp) — 难题(dobj) — 高(rcmod) — 费用(nsubj) — 装备(nn),1
Model → 用于 → 任务,nn->nn->nn->nn->cpm->rcmod->dobj->dep->root->prep->pobj->nn->nn->nn,模糊(nn) — BP(nn) — 神经(nn) — 网络(nn) — 的(cpm) — 改进(rcmod) — 模型(dobj) — 提出(dep) — 展开(root) — 针对(prep) — 问题(pobj) — 飞机(nn) — 故障(nn) — 预测(nn),1
Model → 用于 → 任务,nn->nsubj->rcmod->dobj->conj->root->root->nsubj->assmod->lobj,LSTM(nn) — 模型(nsubj) — 用于(rcmod) — 有效性(dobj) — 验证(conj) — 分析(root) — 破坏(root) — 喘(nsubj) — 中(assmod) — 故障(lobj),1
Model → 用于 → 任务,prnmod->punct->dobj->nn->rcmod->dobj->root->root->attr->assmod->conj,LSTM(prnmod) — )(punct) — 分类器(dobj) — 网络(nn) — 基于(rcmod) — 模型(dobj) — 提出(root) — 是(root) — 问题(attr) — 管理(assmod) — 预测(conj),1
Model → 用于 → 任务,punct->prnmod->dobj->root->dep->dobj->nn->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 进行(dep) — 预测(dobj) — 扭矩(nn) — 裕度(nn),1
Model → 用于 → 任务,punct->prnmod->dobj->root->root->pobj->rcmod->nsubj,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj),1
Model → 用于 → 健康管理任务,nn->nn,系统(nn) — 滑油(nn),1
Model → 用于 → 健康管理任务,nn->nn->nn,系统(nn) — 滑油(nn) — 预测(nn),1
Model → 用于 → 健康管理任务,nn->nn->nn->conj,系统(nn) — 滑油(nn) — 预测(nn) — 诊断(conj),1
Model → 用于 → 应用领域,nn->nn->nn->nn->nn->nn->dobj->dep->root->prep->pobj->assmod->nn->nn,航空(nn) — 排气(nn) — 温度(nn) — 基线(nn) — 模型(nn) — 发动机(nn) — 方法(dobj) — 提出(dep) — 提供(root) — 给(prep) — 管理(pobj) — 性能(assmod) — 发动机(nn) — 航空(nn),1
Model → 用于 → 方案,amod->pobj->assmod->dobj->root->root->ccomp->conj->nn->dobj,失效(amod) — 模型(pobj) — 基于(assmod) — 方法(dobj) — 提出(root) — 用于(root) — 进行(ccomp) — 拟定(conj) — 可靠性(nn) — 方案(dobj),1
Model → 用于 → 研究,conj->dobj->rcmod->dobj->root,模型(conj) — 融合(dobj) — 基于(rcmod) — 优缺点(dobj) — 研究(root),1
Model → 用于分析 → 属性,nn->nsubj->root->root->prep->pccomp->dobj->nn->nn,GJB289A(nn) — 总线(nsubj) — 用(root) — 构建(root) — 为了(prep) — 分析(pccomp) — 特性(dobj) — 电气(nn) — 故障(nn),1
Model → 用于定义 → 概念,nn->pobj->prep->conj->root->root->pobj->nn,内部(nn) — 块图(pobj) — 通过(prep) — 建立(conj) — 开展(root) — 针对(root) — 难题(pobj) — 系统(nn),1
Model → 用于构建 → 方法,nn->conj->nn->dobj->pccomp->root->root->dobj->nn,故障(nn) — 诊断(conj) — 部件(nn) — 技术(dobj) — 研究(pccomp) — 为(root) — 采用(root) — 网络(dobj) — 贝叶斯(nn),1
Model → 用于获取 → 数据,nn->amod->conj->dobj->root->prep->pobj->assmod->nn,发动机(nn) — 非线性(amod) — 模型(conj) — 方法(dobj) — 利用(root) — 针对(prep) — 不足(pobj) — 样本(assmod) — 故障(nn),1
Model → 用于预测 → 参数,amod->nn->dobj->conj->conj->conj->dobj->assmod->amod->nn->nn,粗糙(amod) — 神经(nn) — 网络(dobj) — 构造(conj) — 代表(conj) — 用(conj) — 预测(dobj) — 参数(assmod) — 实际(amod) — 设备(nn) — 特征(nn),1
Model → 研究 → 参数,dobj->dep->root->prep->pccomp->dobj->nn->nn,模型(dobj) — 形成(dep) — 分析(root) — 为(prep) — 实现(pccomp) — 监控(dobj) — 试验(nn) — 发动机(nn),1
Model → 确定 → 模型参数,dobj->dep->rcmod->dobj->rcmod->pobj->nn,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 基于(rcmod) — 模型(pobj) — 状态(nn),1
Model → 确定 → 模型参数,dobj->dep->rcmod->dobj->root->root->conj->dobj->conj->nn->nn,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 提出(root) — 建立(root) — 确定(conj) — 状态(dobj) — 分布(conj) — 观察值(nn) — 概率(nn),1
Model → 确定 → 状态,dobj->dep->rcmod->dobj->root->prep->pobj->assmod->assm->amod,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 故障(pobj) — 发动机(assmod) — 的(assm) — 突发(amod),1
Model → 筛选 → 数据,punct->dobj->prnmod->nn->nn->amod,)(punct) — 分类器(dobj) — LSTM(prnmod) — 网络(nn) — 短期(nn) — 长(amod),1
Model → 简称 → Model,nn->nn->prnmod->punct->pobj,自回归求(nn) — 平均(nn) — ARIMA(prnmod) — )(punct) — 模型(pobj),1
Model → 结合 → Model,nn->nn->cpm->rcmod->dobj->nn,神经(nn) — 网络(nn) — 的(cpm) — 基于(rcmod) — 模型(dobj) — 小波(nn),1
Model → 结合 → 技术,dobj->dep->root->root->dobj->rcmod->nsubj->nn->nn->nn,评估(dobj) — 进行(dep) — 在于(root) — 提出(root) — 方法(dobj) — 结合(rcmod) — 网络(nsubj) — T-S(nn) — 模糊(nn) — 神经(nn),1
Model → 结合 → 方法,dobj->dep->root->root->dobj->rcmod->nsubj->conj->nn,评估(dobj) — 进行(dep) — 在于(root) — 提出(root) — 方法(dobj) — 结合(rcmod) — 网络(nsubj) — 分析法(conj) — 层次(nn),1
Model → 结合 → 理论,amod->nn->nn->dobj->conj->root->dobj->assmod->assm->nn->nn->nn->conj,混沌(amod) — 神经(nn) — 网络(nn) — 模型(dobj) — 构建(conj) — 结合(root) — 理论(dobj) — 序列(assmod) — 的(assm) — 相(nn) — 空间(nn) — 重构(nn) — 理论(conj),1
Model → 结合 → 理论,amod->nn->nn->dobj->conj->root->dobj->nn->nn->nn->nn,混沌(amod) — 神经(nn) — 网络(nn) — 模型(dobj) — 构建(conj) — 结合(root) — 理论(dobj) — BP(nn) — 神经(nn) — 网络(nn) — 预测(nn),1
Model → 结合 → 理论,nn->nn->dobj->conj->pccomp->prep->root->root->dobj->nn->amod,故障(nn) — 诊断(nn) — 依赖(dobj) — 降低(conj) — 提高(pccomp) — 为了(prep) — 建立(root) — 结合(root) — 特点(dobj) — 理论(nn) — 灰色(amod),1
Model → 结合 → 理论,nn->nn->dobj->conj->pccomp->prep->root->root->dobj->nn->conj->amod,故障(nn) — 诊断(nn) — 依赖(dobj) — 降低(conj) — 提高(pccomp) — 为了(prep) — 建立(root) — 结合(root) — 特点(dobj) — 理论(nn) — 集(conj) — 粗糙(amod),1
Model → 结合 → 算法,nn->nn->nn->cpm->rcmod->dobj->amod,小波(nn) — 神经(nn) — 网络(nn) — 的(cpm) — 基于(rcmod) — 算法(dobj) — 遗传(amod),1
Model → 能够预测 → 预测目标,amod->nn->dobj->conj->conj->root->conj->ccomp->dobj->rcmod->nsubj,粗糙(amod) — 神经(nn) — 网络(dobj) — 构造(conj) — 代表(conj) — 开展(root) — 表明(conj) — 预测(ccomp) — 时间(dobj) — 发生(rcmod) — 故障(nsubj),1
Model → 融入 → 数据,nsubj->nsubj->vmod->dobj->root->root->top->nn,模型(nsubj) — 可解释性(nsubj) — 差(vmod) — 问题(dobj) — 存在(root) — 是(root) — 管理(top) — 发动机(nn),1
